Ubicació;Edifici;Tipus de recurs;Descripció del recurs;Observacions;Accés per a minusvàlids;Aire condicionat;Capacitat exàmens;Capacitat;Capacitat docència;Connexió xarxa;Mobiliari;Porta secundària;Roseta xarxa núm.;Telèfon núm.;Televisor;Característiques específiques;;Valor característiques específiques;;Centre gestor;Superfície Centre Gestor;Metres;
C2/036;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/038;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/040;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;19,0;19;
C2/042;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/044;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/045;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;6,0;6;
C2/046;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/048;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/050;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/051;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;74,0;74;
C2/051-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;22,0;22;
C2/052;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep. Geologia;29,0;29;
C2/056;C;Despatx;Despatx Professors Visitants;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
C2/102;C;Despatx;Fotocòpies;;;;;;;;;;;;;;;;;Dep. Geologia;9,0;9;
C2/104;C;Despatx;Secretaria;Porta interior c2/102-1;;;;;;;;;;;;;;;;Dep. Geologia;28,0;28;
C2/106;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;20,0;20;
C2/107;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;23,0;23;
C2/108;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;20,0;20;
C2/109;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;20,0;20;
C2/110;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;13,0;13;
C2/110-1;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;11,0;11;
C2/-111;C;Despatx;Despatx laborant;;;;;;;;;;;;;;;;;Fac. Ciències;8,0;8;
C2/111;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;25,0;25;
C2/-112;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;17,0;17;
C2/112;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;23,0;23;
C2/113;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;25,0;25;
C2/-114;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/114;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;18,0;18;
C2/115-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;9,0;9;
C2/-116;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;17,0;17;
C2/117;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;23,0;23;
C2/-118;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;18,0;18;
C2/-120;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;17,0;17;
C2/124;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;16,0;16;
C2/128;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;23,0;23;
C2/130;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;20,0;20;
C2/132;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;25,0;25;
C2/-134;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;17,0;17;
C2/134;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;20,0;20;
C2/136;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;25,0;25;
C2/138;C;Despatx;Sala reunions/Magatzem;;;;;;;;;; ;;;;;;;Dep. Geologia;23,0;23;
C2/-143;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;6,0;6;
C2/145;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;21,0;21;
C2/152;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/154;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/156;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/158;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/160;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/-161;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;29,0;29;
C2/162;C;Despatx;Despatx profesorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/164;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/166;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/168;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/170;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/172;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/174;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/178;C;Despatx;Despatx;;;;;;;;;; ;935813022;;;;;;Dep. Geologia;39,0;39;
C2/180;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep. Geologia;20,0;20;
C2/184;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep. Geologia;20,0;20;
C2/186;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep. Geologia;20,0;20;
C2/188;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep. Geologia;20,0;20;
C2/190;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/192;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep. Geologia;20,0;20;
C2/194;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep. Geologia;20,0;20;
C2/196;C;Despatx;Despatx professorat;;;;;;;;;; ;;;;;;;Dep. Geologia;20,0;20;
C2/210;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;14,0;14;
C2/212;C;Despatx;Tesinands Estraz;;;;;;;;;;;;;;;;;Dep. Geologia;23,0;23;
C2/214;C;Despatx;Tesinands Estraz;;;;;;;;;;;;;;;;;Dep. Geologia;26,0;26;
C2/215;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;24,0;24;
C2/217;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;17,0;17;
C2/219;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;17,0;17;
C2/226;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;17,0;17;
C2/229;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;19,0;19;
C2/233;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;21,0;21;
C2/235;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;13,0;13;
C2/304;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;128,0;128;
C2/310;C;Despatx;Sala ordinadors;;;;;;;;;; ;;;;;;;Dep. Geologia;15,0;15;
C2/312;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;15,0;15;
C2/314;C;Despatx;Despatx professorat;;;;;;;;;;;;;;;;;Dep. Geologia;12,0;12;
C2/316;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;14,0;14;
C2/317;C;Despatx;Fotocòpies;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;6,0;6;
C2/321;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;15,0;15;
C2/322;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;27,0;27;
C2/323;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;15,0;15;
C2/324;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Geologia;41,0;41;
C2/325;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;17,0;17;
C2/327;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;18,0;18;
C2/339;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;19,0;19;
C2/343;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;21,0;21;
C2/345;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;13,0;13;
C2/408;C;Despatx;Despatx interior laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;12,0;12;
C2/410;C;Despatx;Despatx interior laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C2/418;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;20,0;20;
C2/419;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;17,0;17;
C2/423-2;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;14,0;14;
C2/423-4;C;Despatx;Despatx;Segona porta C2/423-3;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;20,0;20;
C2/424-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;9,0;9;
C2/426;C;Despatx;Laboratori de receca;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;29,0;29;
C2/426-1;C;Despatx;Despatx interior laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;12,0;12;
C2/426.2;C;Despatx;Despatx;;;;;2;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;12,0;12;
C2/427;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;13,0;13;
C2/432;C;Despatx;Despatx interior laboratori;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;17,0;17;
C2/433;C;Despatx;Seminari;;;;;;;;;; ;;;;;;;Dep.Bioq.Biol.M.;41,0;41;
C2/434.1;C;Despatx;Despatx;;;;;2;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;12,0;12;
C2/434.2;C;Despatx;Despatx;;;;;2;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;17,0;17;
C2/441;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;13,0;13;
C2/443;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;8,0;8;
C3B/108;C;Despatx;desptax;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/110;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/112;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/114;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/116;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/120;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Matemàti.;19,0;19;
C3B/122;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/124;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/126;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/150;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/152;C;Despatx;desptax;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/154;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Matemàti.;19,0;19;
C3B/156;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/158;C;Despatx;Seminari dept Matemàtiques;;;;;;;;;; ;;;;;;;Fac. Ciències;17,0;34;
;;;;;;;;;;;;;;;;;;;;Dep. Matemàti.;17,0;;
C3B/160;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/162;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/164;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Matemàti.;19,0;19;
C3B/166;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3B/168;C;Despatx;despatx;;;;;;;;;;;;;;;;;Dep. Matemàti.;19,0;19;
C3/033;C;Despatx;Despatx Gestió Econòmica;;;;;;;;;;;;;;;;;Fac. Ciències;51,0;51;
C3/037;C;Despatx;Despatx Cap Gestió Econòmica;;;;;;;;;;;;;;;;;Fac. Ciències;18,0;18;
C3/039;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;22,0;22;
C3/041;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;23,0;23;
C3/043;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;22,0;22;
C3/104;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;23,0;23;
C3/106;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;25,0;25;
;;;;;;;;;;;;;;;;;;;;;;;
C3/108;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;20,0;20;
C3/109-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;11,0;11;
C3/-110;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;15,0;15;
C3/110;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;20,0;20;
C3/111-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;10,0;10;
C3/-112;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/112;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;25,0;25;
C3/113-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;30,0;30;
C3/113-2;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;8,0;8;
C3/-114;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;18,0;18;
C3/114;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;23,0;23;
C3/116;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;36,0;36;
C3/-118;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;18,0;18;
C3/-122;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;18,0;18;
C3/122;C;Despatx;Secretaría;;;;;;;;;; ;;;;;;;Dep. Física;100,0;100;
C3/122-1;C;Despatx;Despatx Gestor Departamental;;;;;;;;;; ;;;;;;;Dep. Física;14,0;14;
C3/-126;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;16,0;16;
C3/-128;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;16,0;16;
C3/-130;C;Despatx;Sala reunions;;;;;;;;;; ;;;;;;;Dep. Física;16,0;16;
C3/131-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;12,0;12;
C3/-132;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;15,0;15;
C3/134;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;17,0;17;
C3/136;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;23,0;23;
C3/137;C;Despatx;Despatx;;;;;1;;;;; ;;;;;;;Dep. Gen.Microb.;20,0;20;
C3/137-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;5,0;5;
C3/137-2;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;16,0;16;
C3/138;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;20,0;20;
C3/139;C;Despatx;Fotocòpies;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;7,0;7;
C3/140;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;25,0;25;
C3/142;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;20,0;20;
C3/-144;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;15,0;15;
C3/-148;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;15,0;15;
C3/-150;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/-152;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/-154;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/-156;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/-158;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/-160;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;33,0;33;
C3/-162;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/-164;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;18,0;18;
C3/206;C;Despatx;Aula informatica/despatx inv pre i po;;;;;;;;;; ;;;;;;;Dep. Física;72,0;72;
C3/208;C;Despatx;Despatx;2ª Porta c3/204;;;;;;;;;;;;;;;;Dep. Física;18,0;18;
C3/210;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/212;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/213-1;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;13,0;13;
C3/217;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;18,0;18;
C3/230;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;36,0;36;
C3/232;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;21,0;21;
C3/234;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;24,0;24;
C3/237-1;C;Despatx;Despatx;c3/239 donada de baixa;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;16,0;16;
C3/241-1;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;17,0;17;
C3/241-2;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;16,0;16;
C3/241-3;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;16,0;16;
C3/241-4;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;17,0;17;
C3/323;C;Despatx;Seminari;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;18,0;18;
C3/326;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;17,0;17;
C3/327.1;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;21,0;21;
C3/328;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Física;17,0;17;
C3/329;C;Despatx;Seminari;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;16,0;16;
C3/330;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;15,0;15;
C3/331;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;20,0;20;
C3/332;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;17,0;17;
C3/333;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;15,0;15;
C3/334;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;15,0;15;
C3/335;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;11,0;11;
C3/336;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;27,0;27;
C3/337;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;21,0;21;
C3/339;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;16,0;16;
C3/340;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/342;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;19,0;19;
C3/344;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/346;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;16,0;16;
C3/348;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;27,0;27;
C3/350;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Física;20,0;20;
C3/409-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;13,0;13;
C3/409-2;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;11,0;11;
C3/411-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;15,0;15;
C3/411-2;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;14,0;14;
C3/417-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;14,0;14;
C3/417-2;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;15,0;15;
C3/418;C;Despatx;Serveis Tècnics;;;;;;;;;; ;;;;;;;Dep. Física;48,0;48;
C3/419-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;15,0;15;
C3/421;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;24,0;24;
C3/425;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Dep. Gen.Microb.;10,0;10;
C5B/002-1;C;Despatx;Secretaria CREAF;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;9,0;9;
C5B/004;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;10,0;10;
C5B/010;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/012;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/014;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/016;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/018;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/022;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/024;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/026;C;Despatx;Despatx CREAF;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/028;C;Despatx;Despatx CREAF;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/030;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/046;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;25,0;25;
C5B/048-1;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;18,0;18;
C5B/050;C;Despatx;Despatx;S'anul·len la C5b/050.1 i C5b/050.2 per convertir-lo en un despatx junt amb la C5b/050;;;;;;;;; ;;;;;;;Dep.Biol.A.V.Ec.;30,0;30;
C5B/058;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;21,0;21;
C5B/060;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;21,0;21;
C5B/064;C;Despatx;Secretaria de Direcció CREAF;C5b/064-1 porta accés despatx Direcció (C5b/062);;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;21,0;21;
C5B/-108;C;Despatx;Despatx CREAF;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/111;C;Despatx;Despatx Servei d'Estadística;;;;;;;;;; ;;;;;;;Dep. Matemàti.;72,0;72;
C5B/-112;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;16,0;16;
C5B/113;C;Despatx;Despatx Servei d'Estadística;;;;;;;;;; ;;;;;;;Dep. Matemàti.;13,0;13;
C5B/-114;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;14,0;14;
C5B/115;C;Despatx;Despatx Servei d'Estadística;;;;;;;;;; ;;;;;;;Dep. Matemàti.;20,0;20;
C5B/117;C;Despatx;Despatx Servei d'Estadística;;;;;;;;;; ;;;;;;;Dep. Matemàti.;20,0;20;
C5B/-118;C;Despatx;Despatx CREAF;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;16,0;16;
C5B/-122;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/-122B;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/-124;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/-126;C;Despatx;Despatx;;;;;;;;;; ;;;;;;;Adm. Ciències i Biociències;15,0;15;
C5B/-130;C;Despatx;Despatx;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5B/-132;C;Despatx;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
