Data inicial;Hora inicial;Data final;Hora final;Total hores;Espai;Estudi;Activitat;Alumnes matriculats;Modalitat docencia;Observacions
09/01/2020;08:30;09/01/2020;09:30;1;Q4/1009;;402-09 Docència Càlcul (G.Telecom.) -veure observacions-;0; ;TE/33 - Dimecres 08:30-09:30 TE/31 - Dijous 08:30-09:30 TE/33 - Divendres 08:30-09:30 
09/01/2020;08:30;09/01/2020;20:00;11,5;Q2/1013;;300-12 Per electrificació Q2/1009;0; ;Evitar sorolls electrificació Q2/1009
09/01/2020;08:30;09/01/2020;21:00;12,5;Q2/1009;;300-12 Manteniment (electrificació aula);0; ; 
09/01/2020;08:30;09/01/2020;21:00;12,5;QC/0019;;155-18 Espai logístic Administració-Gestió Econòmica;0; ; 
09/01/2020;08:30;09/01/2020;21:00;12,5;Q4/1003;;155-18 Lloguer d'aula a Escola Vitae;0; ; 
09/01/2020;09:00;09/01/2020;12:00;3;Q3/1007;;300-03 103803 Estadística 2/3;0; ; 
09/01/2020;09:00;09/01/2020;12:00;3;Q3/0003;;300-03 104348 Descripcions probabilistiques i estadístiques;0; ; 
09/01/2020;09:00;09/01/2020;12:00;3;Q3/1003;;300-03 103803 Estadística 1/3;0; ; 
09/01/2020;09:00;09/01/2020;12:00;3;Q4/0007;;300-03 104523 Fonaments d'electrònica ;0; ; 
09/01/2020;09:00;09/01/2020;12:00;3;Q4/0003;;300-03 104523 Fonaments d'electrònica ;0; ; 
09/01/2020;09:00;09/01/2020;12:00;3;Q3/1011;;300-03 103803 Estadística 3/3;0; ; 
09/01/2020;09:00;09/01/2020;15:00;6;Q2/0007;;300-03 Examen d'Expressió gràfica 1/2;0; ;Lab. 1 i 2 (Examen final i recuperació)
09/01/2020;09:00;09/01/2020;15:00;6;Q2/0011;;300-03 Examen d'Expressió gràfica 2/2;0; ;Lab. 1 i 2 (examen final i recuperació)
09/01/2020;09:00;09/01/2020;20:00;11;Q1/1011;;300-03 102403 Operacions de separació;0; ; 
09/01/2020;09:30;09/01/2020;10:30;1;Q1/1003;;471-09 Docència Fonam. Informàtica (PAUL/331) -1r GTel.-;0; ; 
09/01/2020;10:30;09/01/2020;11:30;1;Q4/1009;;402-09 Docència Càlcul (G.Telecom.) -veure observacions-;0; ;PAUL/311 - Dimecres 09:30-10:30 PAUL/331 - Dijous 10:30-11:30  
09/01/2020;10:30;09/01/2020;11:30;1;Q4/1005;;402-09 Docència Càlcul (G.Telecom.) -veure observacions-;0; ;PAUL/312 - Dimecres 09:30-10:30 PAUL/332 - Dijous 10:30-11:30
09/01/2020;10:30;09/01/2020;13:00;2,5;QC/0015;;006-01;0; ;Fundació UAB Pregrau Sistemes d'informació
09/01/2020;12:00;09/01/2020;15:00;3;Q4/0007;;300-03 102763 Requisits del Software 2/2;0; ; 
09/01/2020;12:00;09/01/2020;15:00;3;Q4/0003;;300-03 102763 Requisits del Software 1/2;0; ; 
09/01/2020;12:00;09/01/2020;15:00;3;Q3/1011;;300-03 Examen Fonaments de xarxes ;0; ; 
09/01/2020;13:00;09/01/2020;16:00;3;QC/0015;;447-07 Presentacion de Projectes (Grau en Química);0; ; 
09/01/2020;15:00;09/01/2020;17:00;2;QC/0011;6188 Internet dels Objectes per a Salut Digital / Internet of Things for e-Health;44022 Computació Al Núvol - 1;11; ; 
09/01/2020;15:00;09/01/2020;17:00;2;Q4/1009;;463-03 Examen Màster Telecommunication Engineering;0; ;463-03 Examen Màster Telecommunication Engineering
09/01/2020;15:00;09/01/2020;19:00;4;Q4/1013;;471-09 Classes de repàs VGI i Bases de dades Relacionades;0; ;Visual. gràfica interactiva --> 9 i 23 de gener  Bases de dades relacionades --> 10 i 21 de gener
09/01/2020;15:30;09/01/2020;18:30;3;Q3/0009;6120 Enginyeria Biològica i Ambiental;43326 Anàlisi i Disseny de Reactors Químics i Biològics - 1;15; ; 
09/01/2020;15:30;09/01/2020;20:00;4,5;Q3/0003;;300-03 104542 Mobilitat, logística i transport (MLT);0; ; 
09/01/2020;15:30;09/01/2020;20:00;4,5;Q3/1007;;300-03 102791 Sistemes encastats;0; ; 
09/01/2020;17:00;09/01/2020;19:00;2;Q5/1011;6188 Internet dels Objectes per a Salut Digital / Internet of Things for e-Health;44023 Adquisició i Anàlisi Intel·ligent de Dades - 1;11; ; 
10/01/2020;08:30;10/01/2020;09:30;1;Q4/1009;;402-09 Docència Càlcul (G.Telecom.) -veure observacions-;0; ;TE/33 - Dimecres 08:30-09:30 TE/31 - Dijous 08:30-09:30 TE/33 - Divendres 08:30-09:30 
10/01/2020;08:30;10/01/2020;10:30;2;Q4/0003;;471-09 Docència Fonam. Informàtica (TE/31) -1r GTel.-;0; ; 
10/01/2020;08:30;10/01/2020;20:00;11,5;Q2/1013;;300-12 Per electrificació Q2/1009;0; ;Evitar sorolls electrificació Q2/1009
10/01/2020;08:30;10/01/2020;21:00;12,5;Q2/1009;;300-12 Manteniment (electrificació aula);0; ; 
10/01/2020;08:30;10/01/2020;21:00;12,5;QC/0019;;155-18 Espai logístic Administració-Gestió Econòmica;0; ; 
10/01/2020;08:30;10/01/2020;21:00;12,5;Q4/1003;;155-18 Lloguer d'aula a Escola Vitae;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q3/1003;;300-03 103805 Fonaments d'Enginyeria 1/3;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q3/1011;;300-03 103805 Fonaments d'Enginyeria 2/3;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q1/1003;;300-03 102752 Sistemes d'Informació 1/2;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q3/0003;;300-03 103519 Elect. transmissors i receptors;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q1/1007;;300-03 102752 Sistemes d'Informació 2/2;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q4/0007;;300-03 104345 Fonaments físics per l'adquisició de dades;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q1/1011;;300-03 104525 Introducció a la ciutat contemporània;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q3/1007;;300-03 103805 Fonaments d'Enginyeria 2/3;0; ; 
10/01/2020;09:00;10/01/2020;12:00;3;Q4/1013;;300-03 Examen Fonam. d'Enginyeria (G. Tel.) 4/4;0; ;Q3/1003-7-11 Q4/1013
10/01/2020;09:30;10/01/2020;11:00;1,5;QC/0011;;447-01 Reunió amb empreses externes;0; ;Seminari A per Reunió amb empreses externes
10/01/2020;10:00;10/01/2020;12:00;2;Q3/0011;;0006_17_Pregrau Dual;0; ; 
10/01/2020;10:00;10/01/2020;12:00;2;QC/0015;;0006_17_Pregrau Dual;0; ; 
10/01/2020;10:30;10/01/2020;11:30;1;Q4/0003;;471-09 Docència Fonam. Informàtica (PAUL/312) -1r GTel.-;0; ; 
10/01/2020;12:00;10/01/2020;15:00;3;Q1/1007;;300-03 Examen de Senyals i sistemes discrets 1/2;0; ;Q1/1007-1011
10/01/2020;12:00;10/01/2020;15:00;3;Q1/1011;;300-03 Examen de Senyals i sistemes discrets 2/2;0; ;Q1/1007-1011
10/01/2020;12:00;10/01/2020;15:00;3;Q3/1003;;300-03 102446 Química orgànica (aula addicional);0; ;aula addicional per deixar més espai entre alumnat. Aula principal Q3/1011
10/01/2020;12:00;10/01/2020;15:00;3;Q3/0003;;300-03 104535 Bases de dades;0; ; 
10/01/2020;12:00;10/01/2020;15:00;3;Q3/1011;;300-03 102446 Química orgànica;0; ; 
10/01/2020;12:00;10/01/2020;15:00;3;Q3/1007;;300-03 102753 Visualització gràfica interactiva;0; ; 
10/01/2020;14:00;10/01/2020;16:00;2;Q4/1005;;471-03 Classe de repàs  preparatòria examen;0; ; 
10/01/2020;15:00;10/01/2020;17:00;2;QC/0011;6188 Internet dels Objectes per a Salut Digital / Internet of Things for e-Health;44022 Computació Al Núvol - 1;11; ; 
10/01/2020;15:00;10/01/2020;17:30;2,5;Q4/1009;;471_03 Classe de repàs preparatòria examen;0; ; 
10/01/2020;15:00;10/01/2020;18:00;3;Q3/0009;6120 Enginyeria Biològica i Ambiental;43325 Dinàmica de Fluids Computacional, Modelització i Optimització de Processos - 1;16; ; 
10/01/2020;15:00;10/01/2020;18:00;3;Q4/1013;;471-09 Classes de repàs VGI i Bases de dades Relacionades;0; ;Visual. gràfica interactiva --> 9 i 23 de gener  Bases de dades relacionades --> 10 i 21 de gener
10/01/2020;15:00;10/01/2020;18:30;3,5;Q2/0011;;447-09 Docència Màster EBA;0; ; 
10/01/2020;15:00;10/01/2020;18:30;3,5;Q2/0007;;447-09 Docència Màster EBA 1/2;0; ; 
10/01/2020;15:30;10/01/2020;20:00;4,5;Q3/0003;;300-03 104363 Anàlisi de Grafs i Cerca d'informació;0; ; 
10/01/2020;15:30;10/01/2020;20:00;4,5;Q3/1003;;300-03 102774 Estructura de computadors 1/3;0; ; 
10/01/2020;15:30;10/01/2020;20:00;4,5;Q3/1007;;300-03 102774 Estructura de computadors 2/3;0; ; 
10/01/2020;15:30;10/01/2020;20:00;4,5;Q3/0013;;300-03 102695 Aplicacions Multidisciplinars ;0; ; 
10/01/2020;15:30;10/01/2020;20:00;4,5;Q1/1007;;300-03 102430 Tractaments de potabilització d'aigües i ...;0; ; 
10/01/2020;15:30;10/01/2020;20:00;4,5;Q1/1003;;300-03 104544 Sistemes ciberfísics  (SCF) ;0; ; 
10/01/2020;15:30;10/01/2020;20:00;4,5;Q3/1011;;300-03 102774 Estructura de computadors 3/3;0; ; 
10/01/2020;16:00;10/01/2020;17:30;1,5;Q1/0003;;Presentació oral - Programa Argó;0; ; 
10/01/2020;17:00;10/01/2020;19:00;2;Q5/1011;6188 Internet dels Objectes per a Salut Digital / Internet of Things for e-Health;44023 Adquisició i Anàlisi Intel·ligent de Dades - 1;11; ; 
13/01/2020;08:30;13/01/2020;20:00;11,5;Q2/1013;;300-12 Per electrificació Q2/1009;0; ;Evitar sorolls electrificació Q2/1009
13/01/2020;08:30;13/01/2020;21:00;12,5;Q2/1009;;300-12 Manteniment (electrificació aula);0; ; 
13/01/2020;08:30;13/01/2020;21:00;12,5;QC/0019;;155-18 Espai logístic Administració-Gestió Econòmica;0; ; 
13/01/2020;08:30;13/01/2020;21:00;12,5;Q4/1003;;155-18 Lloguer d'aula a Escola Vitae;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q4/1013;;300-03 104350 Bases de Dades Relacionades;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q3/1007;;300-03 102767 Laboratori de programació 2/6;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q1/1011;;300-03 104522 Fluxos de matèria i energia;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q3/1011;;300-03 102767 Laboratori de programació 3/6;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q4/0003;;300-03 102767 Laboratori de programació 4/6;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q3/1003;;300-03 102767 Laboratori de programació 1/6;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q4/0007;;300-03 102767 Laboratori de programació 5/6;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q4/0011;;300-03 102767 Laboratori de programació 6/6;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q3/0003;;300-03 102441 Termotècnia;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q1/1007;;300-03 102447 Fonaments de Química 2/2;0; ; 
13/01/2020;09:00;13/01/2020;12:00;3;Q1/1003;;300-03 102447 Fonaments de Química 1/2;0; ; 
13/01/2020;12:00;13/01/2020;14:00;2;Q4/0003;;300-03 102767 Laboratori de programació 4/6 (ampliació);0; ;Ampliació reserva per necessitats especials
13/01/2020;12:00;13/01/2020;15:00;3;Q1/1011;;300-03 102786 Coneixement, raonament i incertesa;0; ; 
13/01/2020;12:00;13/01/2020;15:00;3;Q3/1011;;300-03 Examen Càlcul (G.Tel) 3/3;0; ;Q3/1003-7-11
13/01/2020;12:00;13/01/2020;15:00;3;Q3/0009;;300-03 Examen Termotècnia (3 alumnes);0; ;Avaluació única
13/01/2020;12:00;13/01/2020;15:00;3;Q3/0003;;300-03 104533 Geodèsia i sistemes de localització;0; ; 
13/01/2020;12:00;13/01/2020;15:00;3;Q3/1007;;300-03 Examen Càlcul (G.Tel) 2/3;0; ;Q3/1003-7-11
13/01/2020;12:00;13/01/2020;15:00;3;Q3/1003;;300-03 Examen Càlcul (G.Tel) 1/3;0; ;Q3/1003-7-11
13/01/2020;12:00;13/01/2020;15:00;3;Q1/1003;;300-03 102737 Control de sistemes;0; ; 
13/01/2020;15:00;13/01/2020;17:00;2;QC/0011;6188 Internet dels Objectes per a Salut Digital / Internet of Things for e-Health;44022 Computació Al Núvol - 1;11; ; 
13/01/2020;15:00;13/01/2020;18:00;3;Q3/0013;;470-07 Presentacions de Fonam. d'enginyeria (G.Tel);0; ; 
13/01/2020;15:30;13/01/2020;18:30;3;Q3/0009;6120 Enginyeria Biològica i Ambiental;43326 Anàlisi i Disseny de Reactors Químics i Biològics - 1;15; ; 
13/01/2020;15:30;13/01/2020;20:00;4,5;Q4/0003;;300-03 102741 Gestió i admin. de bbdd 1/2;0; ; 
13/01/2020;15:30;13/01/2020;20:00;4,5;QC/0015;;300-03 104541 Ges´tió pública i politiques urbanes (GPUI);0; ; 
13/01/2020;15:30;13/01/2020;20:00;4,5;Q4/0007;;300-03 102741 Gestió i admin. de bbdd 2/2;0; ; 
13/01/2020;15:30;13/01/2020;20:00;4,5;Q4/0011;;300-03 102400 Ampliació de reactors químics;0; ; 
13/01/2020;17:00;13/01/2020;19:00;2;Q5/1011;6188 Internet dels Objectes per a Salut Digital / Internet of Things for e-Health;44023 Adquisició i Anàlisi Intel·ligent de Dades - 1;11; ; 
14/01/2020;08:30;14/01/2020;17:00;8,5;Q2/0017;;300-03 Examen PLAB de Bases de Dades;0; ; 
14/01/2020;08:30;14/01/2020;17:00;8,5;Q2/0011;;300-03 Examen de PLAB de Bases de dades;0; ; 
14/01/2020;08:30;14/01/2020;17:00;8,5;Q2/0013;;300-03 Examen PLAB de Bases de Dades;0; ; 
14/01/2020;08:30;14/01/2020;17:00;8,5;Q2/0007;;300-03 Examen de PLAB de Bases de dades;0; ; 
14/01/2020;08:30;14/01/2020;20:00;11,5;Q2/1013;;300-12 Per electrificació Q2/1009;0; ;Evitar sorolls electrificació Q2/1009
14/01/2020;08:30;14/01/2020;21:00;12,5;Q2/1009;;300-12 Manteniment (electrificació aula);0; ; 
14/01/2020;08:30;14/01/2020;21:00;12,5;QC/0019;;155-18 Espai logístic Administració-Gestió Econòmica;0; ; 
14/01/2020;08:30;14/01/2020;21:00;12,5;Q4/1003;;155-18 Lloguer d'aula a Escola Vitae;0; ; 
14/01/2020;09:00;14/01/2020;12:00;3;Q3/1003;;300-03 102771 Electricitat i electrònica 1/4;0; ; 
14/01/2020;09:00;14/01/2020;12:00;3;Q1/1011;;300-03 102425 Equacions diferencials i càlcul vectorial;0; ; 
14/01/2020;09:00;14/01/2020;12:00;3;Q3/1007;;300-03 102771 Electricitat i electrònica 2/4;0; ; 
14/01/2020;09:00;14/01/2020;12:00;3;Q3/1011;;300-03 102771 Electricitat i electrònica 3/4;0; ; 
14/01/2020;09:00;14/01/2020;12:00;3;Q4/0011;;300-03 104339 Fonaments d'Informàtica ;0; ; 
14/01/2020;09:00;14/01/2020;12:00;3;Q3/0003;;300-03 102771 Electricitat i electrònica 4/4;0; ; 
14/01/2020;09:00;14/01/2020;14:00;5;Q4/0007;;300-03 102398 Fenòmens de Transport;0; ; 
14/01/2020;09:00;14/01/2020;14:00;5;Q1/0003;;447_04_Defensa treball de projectes;0; ;Defensa treball Paco Valero
14/01/2020;10:00;14/01/2020;12:30;2,5;QC/0029;;004-08 Videoconferència per demo software Mantest amb ESA.;0; ;Sala de Juntes per Videoconferència per demo software Mantest amb ESA.
14/01/2020;10:00;14/01/2020;13:30;3,5;Q4/0003;;461_03_examen Ramon Vilanova - Javier Martin;0; ; 
14/01/2020;12:00;14/01/2020;15:00;3;Q3/1011;;300-03 Examen Teoria Circuits i Electrònica 3/4;0; ;Q3/1003-7-11 Q4/1013
14/01/2020;12:00;14/01/2020;15:00;3;Q3/1007;;300-03 Examen Teoria Circuits i Electrònica 2/4;0; ;Q3/1003-7-11 Q4/1013
14/01/2020;12:00;14/01/2020;15:00;3;Q3/1003;;300-03 Examen Teoria Circuits i Electrònica 1/4;0; ;Q3/1003-7-11 Q4/1013
14/01/2020;12:00;14/01/2020;15:00;3;Q1/1011;;300-03 102740 Sistemes distribuïts (Mencions EC + TI) 3/3;0; ; 
14/01/2020;12:00;14/01/2020;15:00;3;Q4/1013;;300-03 Examen Teoria Circuits i Electrònica 4/4;0; ;Q3/1003-7-11 Q4/1013
14/01/2020;12:00;14/01/2020;15:00;3;Q1/1007;;300-03 102740 Sistemes distribuïts (Mencions EC + TI) 23;0; ; 
14/01/2020;12:00;14/01/2020;15:00;3;Q1/1003;;300-03 102740 Sistemes distribuïts (Mencions EC + TI) 1/3;0; ; 
14/01/2020;12:00;14/01/2020;15:00;3;Q1/0007;;300-03 102740 Sistemes distribuïts (Mencions EC + TI) 2/3;0; ; 
14/01/2020;12:00;14/01/2020;15:00;3;Q3/0003;;300-03 104534 Digitalització i microcontroladors;0; ; 
14/01/2020;12:30;14/01/2020;13:30;1;QC/0011;;447-09 Revisió informes de pràctiques;0; ; 
14/01/2020;15:00;14/01/2020;16:30;1,5;QC/0015;;300-15 Reunió Correus;0; ; 
14/01/2020;15:00;14/01/2020;17:00;2;QC/0011;6188 Internet dels Objectes per a Salut Digital / Internet of Things for e-Health;44022 Computació Al Núvol - 1;11; ; 
14/01/2020;15:00;14/01/2020;18:00;3;Q3/0009;6120 Enginyeria Biològica i Ambiental;43323 Disseny i Operació de Sistemes de Tractament Daigües - 1;17; ; 
14/01/2020;15:00;14/01/2020;18:00;3;Q3/0013;;470-07 Presentacions de Fonam. d'enginyeria (G.Tel);0; ; 
14/01/2020;15:30;14/01/2020;20:00;4,5;Q1/1011;;300-03 102783 Anàlisi i disseny d'algoritmes;0; ; 
14/01/2020;17:00;14/01/2020;19:00;2;Q5/1011;6188 Internet dels Objectes per a Salut Digital / Internet of Things for e-Health;44023 Adquisició i Anàlisi Intel·ligent de Dades - 1;11; ; 
15/01/2020;08:30;15/01/2020;17:00;8,5;Q2/0013;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;08:30;15/01/2020;17:00;8,5;Q2/0011;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;08:30;15/01/2020;17:00;8,5;Q3/0011;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;08:30;15/01/2020;17:00;8,5;Q2/0017;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;08:30;15/01/2020;17:00;8,5;Q2/0007;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;08:30;15/01/2020;17:00;8,5;Q2/0019;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;08:30;15/01/2020;17:00;8,5;Q1/0019;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;08:30;15/01/2020;17:00;8,5;Q3/0007;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;08:30;15/01/2020;21:00;12,5;QC/0019;;155-18 Espai logístic Administració-Gestió Econòmica;0; ; 
15/01/2020;08:30;15/01/2020;21:00;12,5;Q4/1003;;155-18 Lloguer d'aula a Escola Vitae;0; ; 
15/01/2020;08:30;15/01/2020;21:00;12,5;Q1/0007;;500-12 Manteniment SIEE-SI (tall d'accés a internet);0; ; 
15/01/2020;09:00;15/01/2020;12:00;3;Q1/1003;;300-03 102402 Reactors 1/2;0; ; 
15/01/2020;09:00;15/01/2020;12:00;3;Q4/1013;;300-03 103808 Àlgebra 2/2;0; ; 
15/01/2020;09:00;15/01/2020;12:00;3;Q2/1009;;300-03 102747 Sistemes operatius 4/5;0; ; 
15/01/2020;09:00;15/01/2020;12:00;3;Q3/1007;;300-03 102747 Sistemes operatius 2/5;0; ; 
15/01/2020;09:00;15/01/2020;12:00;3;Q3/1003;;300-03 102747 Sistemes operatius 1/5;0; ; 
15/01/2020;09:00;15/01/2020;12:00;3;Q1/1011;;300-03 104521 Matemàtiques;0; ; 
