Data inicial;Hora inicial;Data final;Hora final;Total hores;Espai;Estudi;Activitat;Alumnes matriculats;Modalitat docencia;Observacions
26/01/2021;09:00;26/01/2021;11:30;2,5;Q4/1009;;Final Informàtica- GCI;0; ; 
26/01/2021;09:00;26/01/2021;12:00;3;Q1/1011;;Examen final 102709 Teoria de circuits i elec (4 aules);0; ; 
26/01/2021;09:00;26/01/2021;12:00;3;Q3/1011;;Examen final 102709 Teoria de circuits i elec (4 aules);0; ; 
26/01/2021;09:00;26/01/2021;12:00;3;Q1/1007;;Examen final 102709 Teoria de circuits i elec (4 aules);0; ; 
26/01/2021;09:00;26/01/2021;12:00;3;Q3/1007;;Examen final 102709 Teoria de circuits i elec (4 aules);0; ; 
26/01/2021;09:00;26/01/2021;14:00;5;Q3/1003;;REC-Reactors- GEQ;0; ; 
26/01/2021;09:00;26/01/2021;19:00;10;Q2/0017;;Examen parcial 104350 bases de dades (2 laboratis integrats);0; ; 
26/01/2021;09:00;26/01/2021;19:00;10;Q2/0013;;Examen parcial 104350 bases de dades (2 laboratis integrats);0; ; 
26/01/2021;10:30;26/01/2021;11:30;1;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102737 Control de Sistemes - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102737 Control de Sistemes - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102737 Control de Sistemes - 321;Sense grup de matricula; ; 
26/01/2021;10:30;26/01/2021;12:30;2;Q2/1009;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 412;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1009;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 412;Sense grup de matricula; ; 
26/01/2021;12:00;26/01/2021;14:00;2;QC/0015;;447-01 Reunió TFM, Teresa Gea - Paula Olenska;0; ; 
26/01/2021;12:00;26/01/2021;15:00;3;Q1/1003;;Examen recup 102774 Estructura de computadors (2 aules);0; ; 
26/01/2021;12:00;26/01/2021;15:00;3;Q1/1007;;Examen recup 102774 Estructura de computadors (2 aules);0; ; 
26/01/2021;13:00;26/01/2021;15:00;2;Q2/0019;;Examen parcial 104350 bases de dades (2 laboratis integrats);0; ; 
26/01/2021;15:00;26/01/2021;17:00;2;Q2/1013;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 413;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1013;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 413;Sense grup de matricula; ; 
26/01/2021;15:30;26/01/2021;17:30;2;Q4/1005;;REC-Amplicació reactors- GEQ;0; ; 
26/01/2021;15:30;26/01/2021;18:30;3;Q2/1009;;Examen recup 102787 Aprenentatge computacional;0; ; 
27/01/2021;08:30;27/01/2021;09:30;1;Q1/1011;10065 Enginyeria Química;102439 Expressió Gràfica - 21;86; ; 
27/01/2021;08:30;27/01/2021;09:30;1;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 321;Sense grup de matricula; ; 
27/01/2021;08:30;27/01/2021;10:30;2;Q2/1013;10062 Enginyeria Informàtica;105073 Tecnologies de Compressió de la Informació - 450;Sense grup de matricula; ; 
27/01/2021;08:30;27/01/2021;11:30;3;Q1/0019;10065 Enginyeria Química;102439 Expressió Gràfica - 211;Sense grup de matricula; ; 
27/01/2021;09:00;27/01/2021;11:00;2;Q4/1005;;REC-Tractament residus- GEQ;0; ; 
27/01/2021;09:00;27/01/2021;11:30;2,5;Q3/1003;;Examen final 104345 Fon.físics per la l'adquisició de dades;0; ; 
27/01/2021;09:00;27/01/2021;12:00;3;Q3/1011;;Examen final 104345 Fon.físics per la l'adquisició de dades;0; ; 
27/01/2021;09:00;27/01/2021;12:00;3;Q3/1007;;Examen final fonaments físics per l'adquisició de dades;0; ; 
27/01/2021;09:00;27/01/2021;12:00;3;Q2/1003;;Examen final 102700 Serveis de Telecomunicacions;0; ; 
27/01/2021;09:00;27/01/2021;12:00;3;Q4/1009;;Examen recup 102759 Disseny de software (2 aules);0; ; 
27/01/2021;09:00;27/01/2021;12:00;3;Q4/1013;;Examen recup 102759 Disseny de software (2 aules);0; ; 
27/01/2021;09:00;27/01/2021;19:00;10;Q2/0017;;Examen parcial 104350 bases de dades (2 laboratis integrats);0; ; 
27/01/2021;09:00;27/01/2021;19:00;10;Q2/0013;;Examen parcial 104350 bases de dades (2 laboratis integrats);0; ; 
27/01/2021;09:00;27/01/2021;21:00;12;Q1/0003;;Preparació presentació grau IA;0; ; 
27/01/2021;09:30;27/01/2021;11:30;2;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 320;22; ; 
 ; ; ; ; ;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 320;22; ; 
 ; ; ; ; ;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 320;22; ; 
27/01/2021;10:30;27/01/2021;12:00;1,5;Q4/1003;10062 Enginyeria Informàtica;105072 Tecnologia Blockchain i Criptomonedes - 450;Sense grup de matricula; ; 
27/01/2021;11:30;27/01/2021;14:30;3;Q1/0019;10065 Enginyeria Química;102439 Expressió Gràfica - 212;Sense grup de matricula; ; 
27/01/2021;12:00;27/01/2021;14:00;2;Q1/1003;;Examen recup Compatibilitat Electromagnètica;0; ; 
27/01/2021;12:00;27/01/2021;15:00;3;Q3/1011;;Examen final 104347 Estructura de Dades;0; ; 
27/01/2021;12:00;27/01/2021;15:00;3;Q3/0013;;Examen recup 102776 Gestió i administració de xarxes;0; ; 
27/01/2021;12:30;27/01/2021;14:30;2;Q4/1005;10062 Enginyeria Informàtica;105075 Internet de les Coses - 418;20; ; 
27/01/2021;13:00;27/01/2021;15:00;2;Q2/0007;;Examen parcial 104350 bases de dades (2 laboratis integrats);0; ; 
27/01/2021;13:00;27/01/2021;15:00;2;Q2/0011;;Examen parcial 104350 bases de dades (2 laboratis integrats);0; ; 
27/01/2021;14:30;27/01/2021;17:30;3;QC/0015;;2634- 01 Reunió projecte LIFE NIMBUS - Albet Guisasola;0; ; 
27/01/2021;15:30;27/01/2021;18:00;2,5;Q2/0019;;Examen parcial modelatizació  sistemes urbans- Daniel Illa;0; ; 
27/01/2021;15:30;27/01/2021;18:00;2,5;Q1/1007;;REC-Biologia i bioquímica- GEQ;0; ; 
27/01/2021;15:30;27/01/2021;18:30;3;Q1/1011;;Examen final 102712 Senyals i sistemes discrets (2 aules);0; ; 
27/01/2021;15:30;27/01/2021;18:30;3;Q3/1007;;Examen final 103806 Fonaments d'informàtica (6 aules);0; ; 
27/01/2021;15:30;27/01/2021;18:30;3;Q3/1003;;Examen final 103806 Fonaments d'informàtica (6 aules);0; ; 
27/01/2021;15:30;27/01/2021;18:30;3;Q4/0007;;Examen final 103806 Fonaments d'informàtica (6 aules);0; ; 
27/01/2021;15:30;27/01/2021;18:30;3;Q4/0011;;Examen final 103806 Fonaments d'informàtica (6 aules);0; ; 
27/01/2021;15:30;27/01/2021;18:30;3;Q3/0003;;Examen final 103806 Fonaments d'informàtica (6 aules);0; ; 
27/01/2021;15:30;27/01/2021;18:30;3;Q3/0009;;Examen final 103806 Fonaments d'informàtica (6 aules);0; ; 
27/01/2021;15:30;27/01/2021;18:30;3;Q3/1011;;Examen final 102712 Senyals i sistemes discrets (2 aules);0; ; 
27/01/2021;16:00;27/01/2021;17:00;1;Q2/1013;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;103806 Fonaments d'Informàtica - 472;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1013;10062 Enginyeria Informàtica;103806 Fonaments d'Informàtica - 472;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1013;10088 Enginyeria Informàtica i Enginyeria de Sistemes de Telecomunicació;103806 Fonaments d'Informàtica - 472;Sense grup de matricula; ; 
27/01/2021;17:00;27/01/2021;18:00;1;Q2/1009;10088 Enginyeria Informàtica i Enginyeria de Sistemes de Telecomunicació;103806 Fonaments d'Informàtica - 452;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1009;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;103806 Fonaments d'Informàtica - 452;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1009;10062 Enginyeria Informàtica;103806 Fonaments d'Informàtica - 452;Sense grup de matricula; ; 
28/01/2021;08:30;28/01/2021;09:30;1;Q2/1003;6084 Enginyeria de Telecomunicació / Telecommunication Engineering;102700 Serveis de Telecomunicació - 331;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1003;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102700 Serveis de Telecomunicació - 331;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1003;10064 Enginyeria de Sistemes de Telecomunicació;102700 Serveis de Telecomunicació - 331;Sense grup de matricula; ; 
28/01/2021;08:30;28/01/2021;09:30;1;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102720 Disseny Microelectrònic - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102720 Disseny Microelectrònic - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102720 Disseny Microelectrònic - 321;Sense grup de matricula; ; 
28/01/2021;08:30;28/01/2021;10:30;2;Q1/1007;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 414;Sense grup de matricula; ; 
 ; ; ; ; ;Q1/1007;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 414;Sense grup de matricula; ; 
28/01/2021;09:00;28/01/2021;11:00;2;Q4/1009;;REC-Equacions diferencials- GEQ;0; ; 
28/01/2021;09:00;28/01/2021;12:00;3;Q2/1013;;Examen final 102753 Visualització gràfica interactiva 2 aules;0; ; 
28/01/2021;09:00;28/01/2021;12:00;3;Q2/1009;;Examen final 102753 Visualització gràfica interactiva 2 aules;0; ; 
28/01/2021;09:00;28/01/2021;21:00;12;Q1/0003;;Presentació estudis Intel·ligència Artificial;0; ; 
28/01/2021;09:30;28/01/2021;11:30;2;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102720 Disseny Microelectrònic - 320;27; ; 
 ; ; ; ; ;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102720 Disseny Microelectrònic - 320;27; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102720 Disseny Microelectrònic - 320;27; ; 
28/01/2021;09:30;28/01/2021;11:30;2;Q2/1003;10064 Enginyeria de Sistemes de Telecomunicació;102700 Serveis de Telecomunicació - 330;25; ; 
 ; ; ; ; ;Q2/1003;6084 Enginyeria de Telecomunicació / Telecommunication Engineering;102700 Serveis de Telecomunicació - 330;25; ; 
 ; ; ; ; ;Q2/1003;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102700 Serveis de Telecomunicació - 330;25; ; 
28/01/2021;10:30;28/01/2021;12:30;2;Q4/0003;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 415;Sense grup de matricula; ; 
 ; ; ; ; ;Q4/0003;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 415;Sense grup de matricula; ; 
28/01/2021;12:00;28/01/2021;15:00;3;Q2/1009;;Examen recup 103803 Estadística (2 aules);0; ; 
28/01/2021;12:00;28/01/2021;15:00;3;Q2/1005;;Examen recup 103803 Estadística (2 aules);0; ; 
28/01/2021;12:30;28/01/2021;13:30;1;Q2/0007;10062 Enginyeria Informàtica;103806 Fonaments d'Informàtica - 424;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/0007;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;103806 Fonaments d'Informàtica - 424;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/0007;10088 Enginyeria Informàtica i Enginyeria de Sistemes de Telecomunicació;103806 Fonaments d'Informàtica - 424;Sense grup de matricula; ; 
28/01/2021;12:30;28/01/2021;14:30;2;Q2/0011;;PLAB 424 FI;0; ; 
28/01/2021;13:30;28/01/2021;14:30;1;Q2/0007;;PLAB 424 FI;0; ; 
28/01/2021;15:00;28/01/2021;17:00;2;Q4/0003;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 416;Sense grup de matricula; ; 
 ; ; ; ; ;Q4/0003;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 416;Sense grup de matricula; ; 
28/01/2021;15:30;28/01/2021;17:30;2;Q3/0013;;REC- Termotècnia- GEQ;0; ; 
28/01/2021;15:30;28/01/2021;17:30;2;Q2/1005;;Exàmen màster d'enginyeria de telecomunicació;0; ; 
28/01/2021;15:30;28/01/2021;18:30;3;Q1/1011;;Examen recup 102763 Requisitis del software;0; ; 
28/01/2021;15:30;28/01/2021;18:30;3;Q3/1007;;Examen final 102713 Fonaments de xarxes (2 aules);0; ; 
28/01/2021;15:30;28/01/2021;18:30;3;Q3/1011;;Examen final 102713 Fonaments de xarxes (2 aules);0; ; 
29/01/2021;08:30;29/01/2021;10:30;2;Q2/1013;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 417;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1013;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 417;Sense grup de matricula; ; 
29/01/2021;08:30;29/01/2021;10:30;2;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102725 Compatibilitat Electromagnètica - 320;21; ; 
 ; ; ; ; ;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102725 Compatibilitat Electromagnètica - 320;21; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102725 Compatibilitat Electromagnètica - 320;21; ; 
29/01/2021;08:30;29/01/2021;10:30;2;Q2/1009;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 418;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1009;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 418;Sense grup de matricula; ; 
29/01/2021;09:00;29/01/2021;11:00;2;Q4/0011;;final Fonaments de Química-GEQ;0; ; 
29/01/2021;09:00;29/01/2021;11:00;2;Q4/1009;;REC-Ammpliació operacions de separació- GEQ;0; ; 
29/01/2021;09:00;29/01/2021;11:00;2;Q3/1007;;Examen recup Bases de dades relacionals;0; ; 
29/01/2021;09:00;29/01/2021;11:00;2;Q4/0007;;final Fonaments de programació-GEQ;0; ; 
29/01/2021;09:00;29/01/2021;11:30;2,5;Q1/1007;;Examen final 104339 Fonaments d'informàtica;0; ; 
29/01/2021;09:00;29/01/2021;12:00;3;Q4/0003;;Examen recup 102752 Sistemes d'informació;0; ; 
29/01/2021;09:00;29/01/2021;12:00;3;Q1/1011;;Examen final 104339 Fonaments d'informàtica;0; ; 
29/01/2021;10:30;29/01/2021;11:30;1;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102725 Compatibilitat Electromagnètica - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102725 Compatibilitat Electromagnètica - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102725 Compatibilitat Electromagnètica - 321;Sense grup de matricula; ; 
29/01/2021;10:30;29/01/2021;12:30;2;Q2/1013;10062 Enginyeria Informàtica;105073 Tecnologies de Compressió de la Informació - 450;Sense grup de matricula; ; 
29/01/2021;11:30;29/01/2021;14:30;3;Q2/0013;10065 Enginyeria Química;103810 Estadística - 213;Sense grup de matricula; ; 
29/01/2021;11:30;29/01/2021;14:30;3;Q2/0011;10065 Enginyeria Química;103810 Estadística - 212;Sense grup de matricula; ; 
29/01/2021;11:30;29/01/2021;14:30;3;Q2/0007;10065 Enginyeria Química;103810 Estadística - 211;Sense grup de matricula; ; 
29/01/2021;11:30;29/01/2021;14:30;3;Q2/0017;10065 Enginyeria Química;103810 Estadística - 214;Sense grup de matricula; ; 
29/01/2021;12:00;29/01/2021;14:30;2,5;Q4/0007;;REC-Base de dades- GCI;0; ; 
29/01/2021;12:00;29/01/2021;14:30;2,5;Q3/1007;;Examen final 102771 Electricitat i electrònica (5 aules);0; ; 
29/01/2021;12:00;29/01/2021;15:00;3;Q1/1011;;Examen final 102771 Electricitat i electrònica (5 aules);0; ; 
29/01/2021;12:00;29/01/2021;15:00;3;Q2/1003;;Examen final 102771 Electricitat i electrònica (5 aules);0; ; 
29/01/2021;12:00;29/01/2021;15:00;3;Q1/1003;;Examen final 102771 Electricitat i electrònica (5 aules);0; ; 
29/01/2021;12:00;29/01/2021;15:00;3;Q4/0011;;Examen final 104350 Bases de dades relacionades;0; ; 
29/01/2021;12:00;29/01/2021;15:00;3;Q3/1011;;Examen final 102771 Electricitat i electrònica (5 aules);0; ; 
29/01/2021;12:00;29/01/2021;15:00;3;Q3/0003;;Examen final 102736 Instrumentació I;0; ; 
29/01/2021;12:00;29/01/2021;15:00;3;Q1/1007;;Examen final 102771 Electricitat i electrònica (5 aules);0; ; 
29/01/2021;15:00;29/01/2021;16:00;1;Q3/1007;10088 Enginyeria Informàtica i Enginyeria de Sistemes de Telecomunicació;103796 Càlcul - 35;60; ; 
 ; ; ; ; ;Q3/1007;10063 Enginyeria Electrònica de Telecomunicació;103796 Càlcul - 35;60; ; 
 ; ; ; ; ;Q3/1007;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;103796 Càlcul - 35;60; ; 
 ; ; ; ; ;Q3/1007;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;103796 Càlcul - 35;60; ; 
 ; ; ; ; ;Q3/1007;10064 Enginyeria de Sistemes de Telecomunicació;103796 Càlcul - 35;60; ; 
29/01/2021;15:00;29/01/2021;18:00;3;Q2/0013;;Examen recup 102397 Apli. informàtiques (Lab.inte. 1 al 4);0; ; 
29/01/2021;15:00;29/01/2021;18:00;3;Q2/0017;;Examen recup 102397 Apli. informàtiques (Lab.inte. 1 al 4);0; ; 
29/01/2021;15:00;29/01/2021;18:00;3;Q2/0007;;Examen recup 102397 Apli. informàtiques (Lab.inte. 1 al 4);0; ; 
29/01/2021;15:00;29/01/2021;18:00;3;Q2/0011;;Examen recup 102397 Apli. informàtiques (Lab.inte. 1 al 4);0; ; 
29/01/2021;15:30;29/01/2021;17:30;2;Q3/0009;;REC-Tractaments potabilització d'aigües- GEQ;0; ; 
29/01/2021;15:30;29/01/2021;17:30;2;Q3/1011;;REC-Aplicacions informàtiques- GEQ;0; ; 
29/01/2021;15:30;29/01/2021;18:30;3;Q2/1003;;Examen final 104352 Gestió d'infra. pel processament de dades;0; ; 
29/01/2021;15:30;29/01/2021;18:30;3;Q1/1011;;Examen final 103796 Càlcul (4 aules);0; ; 
29/01/2021;15:30;29/01/2021;18:30;3;Q1/1007;;Examen final 103796 Càlcul (4 aules);0; ; 
29/01/2021;15:30;29/01/2021;18:30;3;Q4/0011;;Examen final 103796 Càlcul (4 aules);0; ; 
29/01/2021;15:30;29/01/2021;18:30;3;Q4/0007;;Examen final 103796 Càlcul (4 aules);0; ; 
29/01/2021;15:30;29/01/2021;18:30;3;Q2/1013;;Examen recup 102791 Sistemes encastats;0; ; 
29/01/2021;15:30;29/01/2021;18:30;3;Q1/1003;;Examen final 103796 Càlcul (4 aules);0; ; 
01/02/2021;08:30;01/02/2021;10:30;2;Q2/1003;10109 Enginyeria de Dades;104339 Fonaments Dinformàtica - 811;Sense grup de matricula; ; 
01/02/2021;09:00;01/02/2021;11:00;2;Q1/1011;;final Àlgebra-GEQ;0; ; 
01/02/2021;09:00;01/02/2021;12:00;3;Q3/1007;;Examen final 103799 fonaments d'informàtica (3 aules);0; ; 
01/02/2021;09:00;01/02/2021;12:00;3;Q4/1005;;Examen final 103799 fonaments d'informàtica (3 aules);0; ; 
01/02/2021;09:00;01/02/2021;12:00;3;Q3/1011;;Examen final 103799 fonaments d'informàtica (3 aules);0; ; 
01/02/2021;09:00;01/02/2021;12:00;3;Q2/1013;;Examen recup 102741 Gestió i admin. de bases de dades;0; ; 
01/02/2021;12:00;01/02/2021;14:30;2,5;Q4/1003;;Examen final 102740 Sistemes distribuïts (3 aules);0; ; 
01/02/2021;12:00;01/02/2021;15:00;3;Q4/1009;;Examen recup 102740 Sistemes distribuïts (2 aules);0; ; 
01/02/2021;12:00;01/02/2021;15:00;3;Q4/1013;;Examen recup 102740 Sistemes distribuïts (2 aules);0; ; 
01/02/2021;12:00;01/02/2021;15:00;3;Q3/0013;;Examen final 102704 Antenes;0; ; 
01/02/2021;15:30;01/02/2021;17:30;2;Q2/1003;10109 Enginyeria de Dades;104339 Fonaments Dinformàtica - 812;Sense grup de matricula; ; 
01/02/2021;15:30;01/02/2021;17:30;2;Q2/1005;;Exàmen màster d'enginyeria de telecomunicació;0; ; 
01/02/2021;15:30;01/02/2021;18:30;3;Q1/1007;;Examen recup 102744 Bases de dades (2 aules);0; ; 
01/02/2021;15:30;01/02/2021;18:30;3;Q2/1013;;Examen final 104364 Anàlisi estadístic;0; ; 
01/02/2021;15:30;01/02/2021;18:30;3;Q1/1011;;Examen recup 102744 Bases de dades (2 aules);0; ; 
02/02/2021;08:30;02/02/2021;10:30;2;Q2/1013;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 411;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1013;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 411;Sense grup de matricula; ; 
02/02/2021;08:30;02/02/2021;10:30;2;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102737 Control de Sistemes - 320;29; ; 
 ; ; ; ; ;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102737 Control de Sistemes - 320;29; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102737 Control de Sistemes - 320;29; ; 
02/02/2021;09:00;02/02/2021;11:30;2,5;Q1/1003;;Examen final 103805 Fonaments d'enginyeria (5 aules);0; ; 
02/02/2021;09:00;02/02/2021;12:00;3;Q3/0003;;Examen final 103805 Fonaments d'enginyeria (4 aules);0; ; 
02/02/2021;09:00;02/02/2021;12:00;3;Q3/1007;;Examen final 103805 Fonaments d'enginyeria (3 aules);0; ; 
02/02/2021;09:00;02/02/2021;12:00;3;Q1/1011;;Examen final 104337 Fonaments de programació;0; ; 
02/02/2021;09:00;02/02/2021;12:00;3;Q3/1003;;Examen final 103805 Fonaments d'enginyeria (3 aules);0; ; 
02/02/2021;09:00;02/02/2021;12:00;3;Q4/0003;;Examen recup 102786 Coneixement, raonament i incertesa;0; ; 
02/02/2021;09:00;02/02/2021;12:00;3;Q3/1011;;Examen final 103805 Fonaments d'enginyeria (3 aules);0; ; 
02/02/2021;10:30;02/02/2021;11:30;1;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102737 Control de Sistemes - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102737 Control de Sistemes - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102737 Control de Sistemes - 321;Sense grup de matricula; ; 
02/02/2021;10:30;02/02/2021;12:30;2;Q2/1009;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 412;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1009;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 412;Sense grup de matricula; ; 
02/02/2021;12:00;02/02/2021;14:30;2,5;Q3/1011;;REC-Digitalització i microcontroladors- GCI;0; ; 
02/02/2021;12:00;02/02/2021;15:00;3;Q3/1007;;Examen final 104341 Enginyeria de rendiment;0; ; 
02/02/2021;12:00;02/02/2021;15:00;3;Q3/0013;;Examen recup 105075 - Internet de les Coses ;0; ; 
02/02/2021;15:00;02/02/2021;17:00;2;Q2/1013;6121 Enginyeria Informàtica / Computer Engineering;102760 Gestió de Projectes - 413;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1013;10062 Enginyeria Informàtica;102760 Gestió de Projectes - 413;Sense grup de matricula; ; 
02/02/2021;15:00;02/02/2021;18:00;3;Q1/1003;;Examen final 103805 Fonaments d'enginyeria (5 aules);0; ; 
02/02/2021;15:30;02/02/2021;18:00;2,5;Q4/1005;;REC-Mobilitat, logística i transport;0; ; 
02/02/2021;15:30;02/02/2021;18:30;3;Q3/0003;;Examen final 103798 Fonaments d'enginyeria 4 aules;0; ; 
02/02/2021;15:30;02/02/2021;18:30;3;Q3/1007;;Examen final 103805 Fonaments d'enginyeria (4 aules);0; ; 
02/02/2021;15:30;02/02/2021;18:30;3;Q3/1003;;Examen final 103805 Fonaments d'enginyeria (4 aules);0; ; 
02/02/2021;15:30;02/02/2021;18:30;3;Q3/1011;;Examen final 103805 Fonaments d'enginyeria (4 aules);0; ; 
03/02/2021;08:00;03/02/2021;15:00;7;Q1/0003;;471-20-Concurs de la plaça d'agregat-AL/20/469 (2020-D-LD-CC-9);0; ;Concurs de la plaça d'agregat referencia AL/20/469 (2020-D-LD-CC-9) del departament de ciències de la computació
03/02/2021;08:30;03/02/2021;09:30;1;Q2/1005;10063 Enginyeria Electrònica de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10100 Enginyeria Electrònica de Telecomunicació + Enginyeria de Sistemes de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 321;Sense grup de matricula; ; 
 ; ; ; ; ;Q2/1005;10089 Enginyeria Informàtica i Enginyeria Electrònica de Telecomunicació;102729 Aplicacions Multidisciplinàries I - 321;Sense grup de matricula; ; 
03/02/2021;08:30;03/02/2021;09:30;1;Q1/1011;10065 Enginyeria Química;102439 Expressió Gràfica - 21;86; ; 
03/02/2021;08:30;03/02/2021;10:30;2;Q2/1013;10062 Enginyeria Informàtica;105073 Tecnologies de Compressió de la Informació - 450;Sense grup de matricula; ; 
03/02/2021;09:00;03/02/2021;11:00;2;Q1/0007;;Examen parcial 102439 Expressió gràfica (2 aules);0; ; 
03/02/2021;09:00;03/02/2021;11:00;2;Q1/0019;;Examen parcial 102439 Expressió gràfica (2 aules);0; ; 
03/02/2021;09:00;03/02/2021;11:30;2,5;Q4/0011;;final Matemàtiques- GCI;0; ; 
03/02/2021;09:00;03/02/2021;11:30;2,5;Q4/0007;;final Matemàtiques- GCI;0; ; 
03/02/2021;09:00;03/02/2021;12:00;3;Q2/1009;;Examen recup 102773 Fonaments de Tecnologia de la Informació;0; ; 
